frame.number,frame.time_epoch,frame.len,frame.protocols,eth.src,eth.dst,ip.src,ip.dst,ip.ttl,ip.proto,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.reset,tcp.flags.push,tcp.flags.urg,tcp.window_size,tcp.hdr_len,tcp.len,tcp.urgent_pointer,tcp.analysis.retransmission,tcp.analysis.bytes_in_flight,tcp.analysis.initial_rtt,tcp.checksum.status,tcp.options.mss_val,tcp.options.timestamp.tsval,tcp.options.timestamp.tsecr,tcp.payload
"5476","1746969640.670870000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53248","1","739","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2226639672","2226639672",
"5477","1746969640.670889000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53250","8888","731","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000052000","2",,"2226639672","2226624670","582d613a203733360d0a"
"5478","1746969640.670907000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53250","1","741","False","True","False","False","False","False","65408","32","0","0",,,"0.000052000","2",,"2226639672","2226639672",
"5479","1746969640.670925000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53258","8888","729","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000015000","2",,"2226639672","2226624670","582d613a203330390d0a"
"5480","1746969640.670943000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53258","1","739","False","True","False","False","False","False","65408","32","0","0",,,"0.000015000","2",,"2226639672","2226639672",
"5481","1746969640.670962000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53274","8888","725","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000014000","2",,"2226639672","2226624670","582d613a20343039340d0a"
"5482","1746969640.670979000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53274","1","736","False","True","False","False","False","False","65408","32","0","0",,,"0.000014000","2",,"2226639672","2226639672",
"5483","1746969640.670993000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53286","8888","724","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000013000","2",,"2226639672","2226624670","582d613a20323332390d0a"
"5484","1746969640.671008000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53286","1","735","False","True","False","False","False","False","65408","32","0","0",,,"0.000013000","2",,"2226639672","2226639672",
"5485","1746969640.671022000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53288","8888","724","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000037000","2",,"2226639672","2226624670","582d613a20323131310d0a"
"5486","1746969640.671039000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53288","1","735","False","True","False","False","False","False","65408","32","0","0",,,"0.000037000","2",,"2226639672","2226639672",
"5487","1746969640.671053000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53304","8888","721","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000010000","2",,"2226639672","2226624670","582d613a20333437340d0a"
"5488","1746969640.671067000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53304","1","732","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226639672","2226639672",
"5489","1746969640.671079000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53312","8888","729","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000008000","2",,"2226639672","2226624670","582d613a203639340d0a"
"5490","1746969640.671094000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53312","1","739","False","True","False","False","False","False","65408","32","0","0",,,"0.000008000","2",,"2226639672","2226639672",
"5491","1746969640.671106000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53324","8888","726","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000008000","2",,"2226639672","2226624670","582d613a20333537300d0a"
"5492","1746969640.671138000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53324","1","737","False","True","False","False","False","False","65408","32","0","0",,,"0.000008000","2",,"2226639672","2226639672",
"5493","1746969640.671174000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53326","8888","727","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000008000","2",,"2226639673","2226624670","582d613a20323538310d0a"
"5494","1746969640.671191000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53326","1","738","False","True","False","False","False","False","65408","32","0","0",,,"0.000008000","2",,"2226639673","2226639673",
"5495","1746969640.671217000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53332","8888","726","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000041000","2",,"2226639673","2226624670","582d613a20323031370d0a"
"5496","1746969640.671234000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53332","1","737","False","True","False","False","False","False","65408","32","0","0",,,"0.000041000","2",,"2226639673","2226639673",
"5497","1746969640.671252000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53348","8888","730","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000015000","2",,"2226639673","2226624670","582d613a20313438350d0a"
"5498","1746969640.671271000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53348","1","741","False","True","False","False","False","False","65408","32","0","0",,,"0.000015000","2",,"2226639673","2226639673",
"5499","1746969640.671290000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53358","8888","725","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000012000","2",,"2226639673","2226624670","582d613a20333639370d0a"
"5500","1746969640.671308000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53358","1","736","False","True","False","False","False","False","65408","32","0","0",,,"0.000012000","2",,"2226639673","2226639673",
"5501","1746969640.671323000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53374","8888","725","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000015000","2",,"2226639673","2226624670","582d613a20333732320d0a"
"5502","1746969640.671337000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53374","1","736","False","True","False","False","False","False","65408","32","0","0",,,"0.000015000","2",,"2226639673","2226639673",
"5503","1746969640.671349000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53380","8888","728","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000011000","2",,"2226639673","2226624670","582d613a203433300d0a"
"5504","1746969640.671356000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53380","1","738","False","True","False","False","False","False","65408","32","0","0",,,"0.000011000","2",,"2226639673","2226639673",
"5505","1746969640.671363000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53396","8888","730","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000010000","2",,"2226639673","2226624670","582d613a20323431390d0a"
"5506","1746969640.671380000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53396","1","741","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226639673","2226639673",
"5507","1746969640.671398000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53402","8888","728","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000009000","2",,"2226639673","2226624670","582d613a20343035350d0a"
"5508","1746969640.671416000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53402","1","739","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2226639673","2226639673",
"5509","1746969640.671433000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53412","8888","727","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000010000","2",,"2226639673","2226624670","582d613a20333534350d0a"
"5510","1746969640.671450000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53412","1","738","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226639673","2226639673",
"5511","1746969640.671469000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53416","8888","727","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000041000","2",,"2226639673","2226624670","582d613a20323434370d0a"
"5512","1746969640.671489000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53416","1","738","False","True","False","False","False","False","65408","32","0","0",,,"0.000041000","2",,"2226639673","2226639673",
"5513","1746969640.671505000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53422","8888","728","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000045000","2",,"2226639673","2226624670","582d613a20313735380d0a"
"5514","1746969640.671512000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53422","1","739","False","True","False","False","False","False","65408","32","0","0",,,"0.000045000","2",,"2226639673","2226639673",
"5515","1746969640.671519000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53436","8888","726","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000014000","2",,"2226639673","2226624670","582d613a20343936360d0a"
"5516","1746969640.671524000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53436","1","737","False","True","False","False","False","False","65408","32","0","0",,,"0.000014000","2",,"2226639673","2226639673",
"5517","1746969640.671530000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53442","8888","727","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000016000","2",,"2226639673","2226624671","582d613a20333831380d0a"
"5518","1746969640.671535000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53442","1","738","False","True","False","False","False","False","65408","32","0","0",,,"0.000016000","2",,"2226639673","2226639673",
"5519","1746969640.671541000","75","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53446","8888","730","1","False","True","False","False","True","False","65536","32","9","0",,"9","0.000015000","2",,"2226639673","2226624671","582d613a2031350d0a"
"5520","1746969640.671545000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53446","1","739","False","True","False","False","False","False","65408","32","0","0",,,"0.000015000","2",,"2226639673","2226639673",
"5521","1746969640.671552000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53450","8888","726","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000016000","2",,"2226639673","2226624671","582d613a203632310d0a"
"5522","1746969640.671555000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53450","1","736","False","True","False","False","False","False","65408","32","0","0",,,"0.000016000","2",,"2226639673","2226639673",
"5523","1746969640.671564000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53454","8888","729","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000010000","2",,"2226639673","2226624671","582d613a203630370d0a"
"5524","1746969640.671568000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53454","1","739","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226639673","2226639673",
"5525","1746969640.671578000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53458","8888","729","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000114000","2",,"2226639673","2226624671","582d613a20313133340d0a"
"5526","1746969640.671585000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53458","1","740","False","True","False","False","False","False","65408","32","0","0",,,"0.000114000","2",,"2226639673","2226639673",
"5527","1746969640.671594000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35062","8888","723","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000010000","2",,"2226639673","2226624671","582d613a203632310d0a"
"5528","1746969640.671610000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35062","1","733","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226639673","2226639673",
"5529","1746969640.671628000","75","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35064","8888","726","1","False","True","False","False","True","False","65536","32","9","0",,"9","0.000013000","2",,"2226639673","2226624671","582d613a2032360d0a"
"5530","1746969640.671649000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35064","1","735","False","True","False","False","False","False","65408","32","0","0",,,"0.000013000","2",,"2226639673","2226639673",
"5531","1746969640.671669000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35066","8888","724","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000010000","2",,"2226639673","2226624671","582d613a203434390d0a"
"5532","1746969640.671688000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35066","1","734","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226639673","2226639673",
"5533","1746969640.671708000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35082","8888","729","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000010000","2",,"2226639673","2226624671","582d613a20323631300d0a"
"5534","1746969640.671728000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35082","1","740","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226639673","2226639673",
"5535","1746969640.671746000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35098","8888","732","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000012000","2",,"2226639673","2226624671","582d613a20333436390d0a"
"5536","1746969640.671765000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35098","1","743","False","True","False","False","False","False","65408","32","0","0",,,"0.000012000","2",,"2226639673","2226639673",
"5537","1746969640.671782000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35100","8888","726","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000012000","2",,"2226639673","2226624671","582d613a203332340d0a"
"5538","1746969640.671800000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35100","1","736","False","True","False","False","False","False","65408","32","0","0",,,"0.000012000","2",,"2226639673","2226639673",
"5539","1746969640.671818000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35106","8888","720","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000010000","2",,"2226639673","2226624671","582d613a20343934330d0a"
"5540","1746969640.671837000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35106","1","731","False","True","False","False","False","False","65408","32","0","0",,,"0.000010000","2",,"2226639673","2226639673",
"5541","1746969640.671858000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35112","8888","731","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000011000","2",,"2226639673","2226624671","582d613a20313630380d0a"
"5542","1746969640.671865000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35112","1","742","False","True","False","False","False","False","65408","32","0","0",,,"0.000011000","2",,"2226639673","2226639673",
"5543","1746969640.671875000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35126","8888","725","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000009000","2",,"2226639673","2226624671","582d613a20313730340d0a"
"5544","1746969640.671892000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35126","1","736","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2226639673","2226639673",
"5545","1746969640.671909000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35142","8888","726","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000031000","2",,"2226639673","2226624671","582d613a203139310d0a"
"5546","1746969640.671925000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35142","1","736","False","True","False","False","False","False","65408","32","0","0",,,"0.000031000","2",,"2226639673","2226639673",
"5547","1746969640.671947000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35158","8888","728","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000011000","2",,"2226639673","2226624671","582d613a20313333320d0a"
"5548","1746969640.671965000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35158","1","739","False","True","False","False","False","False","65408","32","0","0",,,"0.000011000","2",,"2226639673","2226639673",
"5549","1746969640.671982000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35160","8888","725","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000044000","2",,"2226639673","2226624671","582d613a20313039360d0a"
"5550","1746969640.672020000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35160","1","736","False","True","False","False","False","False","65408","32","0","0",,,"0.000044000","2",,"2226639673","2226639673",
"5551","1746969640.672043000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35164","8888","729","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000034000","2",,"2226639673","2226624671","582d613a20313938330d0a"
"5552","1746969640.672068000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35164","1","740","False","True","False","False","False","False","65408","32","0","0",,,"0.000034000","2",,"2226639673","2226639673",
"5553","1746969640.672087000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","35172","8888","730","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000014000","2",,"2226639673","2226624671","582d613a203330370d0a"
"5554","1746969640.672098000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","35172","1","740","False","True","False","False","False","False","65408","32","0","0",,,"0.000014000","2",,"2226639673","2226639673",
"5555","1746969655.673068000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53140","8888","741","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000035000","2",,"2226654674","2226639672","582d613a203933370d0a"
"5556","1746969655.673093000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53140","1","751","False","True","False","False","False","False","65408","32","0","0",,,"0.000035000","2",,"2226654674","2226654674",
"5557","1746969655.673115000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53150","8888","743","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000016000","2",,"2226654675","2226639672","582d613a203536390d0a"
"5558","1746969655.673124000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53150","1","753","False","True","False","False","False","False","65408","32","0","0",,,"0.000016000","2",,"2226654675","2226654675",
"5559","1746969655.673147000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53164","8888","738","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000011000","2",,"2226654675","2226639672","582d613a20333534360d0a"
"5560","1746969655.673177000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53164","1","749","False","True","False","False","False","False","65408","32","0","0",,,"0.000011000","2",,"2226654675","2226654675",
"5561","1746969655.673234000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53174","8888","733","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000009000","2",,"2226654675","2226639672","582d613a20343433310d0a"
"5562","1746969655.673256000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53174","1","744","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2226654675","2226654675",
"5563","1746969655.673273000","76","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53190","8888","747","1","False","True","False","False","True","False","65536","32","10","0",,"10","0.000034000","2",,"2226654675","2226639672","582d613a203732330d0a"
"5564","1746969655.673291000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53190","1","757","False","True","False","False","False","False","65408","32","0","0",,,"0.000034000","2",,"2226654675","2226654675",
"5565","1746969655.673311000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53192","8888","739","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000012000","2",,"2226654675","2226639672","582d613a20313234370d0a"
"5566","1746969655.673321000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53192","1","750","False","True","False","False","False","False","65408","32","0","0",,,"0.000012000","2",,"2226654675","2226654675",
"5567","1746969655.673335000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53208","8888","736","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000011000","2",,"2226654675","2226639672","582d613a20313038370d0a"
"5568","1746969655.673356000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53208","1","747","False","True","False","False","False","False","65408","32","0","0",,,"0.000011000","2",,"2226654675","2226654675",
"5569","1746969655.673376000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53218","8888","741","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000012000","2",,"2226654675","2226639672","582d613a20323134320d0a"
"5570","1746969655.673396000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53218","1","752","False","True","False","False","False","False","65408","32","0","0",,,"0.000012000","2",,"2226654675","2226654675",
"5571","1746969655.673415000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53226","8888","737","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000009000","2",,"2226654675","2226639672","582d613a20343438390d0a"
"5572","1746969655.673437000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53226","1","748","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2226654675","2226654675",
"5573","1746969655.673456000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53236","8888","744","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000016000","2",,"2226654675","2226639672","582d613a20343130340d0a"
"5574","1746969655.673476000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53236","1","755","False","True","False","False","False","False","65408","32","0","0",,,"0.000016000","2",,"2226654675","2226654675",
"5575","1746969655.673495000","77","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53248","8888","739","1","False","True","False","False","True","False","65536","32","11","0",,"11","0.000009000","2",,"2226654675","2226639672","582d613a20313334300d0a"
"5576","1746969655.673516000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53248","1","750","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2226654675","2226654675",
