frame.number,frame.time_epoch,frame.len,frame.protocols,eth.src,eth.dst,ip.src,ip.dst,ip.ttl,ip.proto,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.reset,tcp.flags.push,tcp.flags.urg,tcp.window_size,tcp.hdr_len,tcp.len,tcp.urgent_pointer,tcp.analysis.retransmission,tcp.analysis.bytes_in_flight,tcp.analysis.initial_rtt,tcp.checksum.status,tcp.options.mss_val,tcp.options.timestamp.tsval,tcp.options.timestamp.tsecr,tcp.payload
"1","1746968886.416541000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53140","8888","0","0","True","False","False","False","False","False","65495","40","0","0",,,,"2","65495","2225885418","0",
"2","1746968886.416561000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53140","0","1","True","True","False","False","False","False","65483","40","0","0",,,,"2","65495","2225885418","2225885418",
"3","1746968886.416576000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53140","8888","1","1","False","True","False","False","False","False","65536","32","0","0",,,"0.000035000","2",,"2225885418","2225885418",
"4","1746968886.417002000","87","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53140","8888","1","1","False","True","False","False","True","False","65536","32","21","0",,"21","0.000035000","2",,"2225885418","2225885418","474554202f3f3134383820485454502f312e310d0a"
"5","1746968886.417008000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53140","1","22","False","True","False","False","False","False","65536","32","0","0",,,"0.000035000","2",,"2225885418","2225885418",
"6","1746968886.417018000","201","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53140","8888","22","1","False","True","False","False","True","False","65536","32","135","0",,"135","0.000035000","2",,"2225885418","2225885418","557365722d4167656e743a204d6f7a696c6c612f352e3020284d6163696e746f73683b20496e74656c204d6163204f5320582031305f31315f3629204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f35332e302e323738352e313433205361666172692f3533372e33360d0a"
"7","1746968886.417020000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53140","1","157","False","True","False","False","False","False","65408","32","0","0",,,"0.000035000","2",,"2225885418","2225885418",
"8","1746968886.417026000","99","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53140","8888","157","1","False","True","False","False","True","False","65536","32","33","0",,"33","0.000035000","2",,"2225885418","2225885418","4163636570742d6c616e67756167653a20656e2d55532c656e2c713d302e350d0a"
"9","1746968886.417027000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53140","1","190","False","True","False","False","False","False","65408","32","0","0",,,"0.000035000","2",,"2225885418","2225885418",
"10","1746968886.417168000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53150","8888","0","0","True","False","False","False","False","False","65495","40","0","0",,,,"2","65495","2225885418","0",
"11","1746968886.417176000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53150","0","1","True","True","False","False","False","False","65483","40","0","0",,,,"2","65495","2225885419","2225885418",
"12","1746968886.417184000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53150","8888","1","1","False","True","False","False","False","False","65536","32","0","0",,,"0.000016000","2",,"2225885419","2225885419",
"13","1746968886.417211000","87","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53150","8888","1","1","False","True","False","False","True","False","65536","32","21","0",,"21","0.000016000","2",,"2225885419","2225885419","474554202f3f3133393420485454502f312e310d0a"
"14","1746968886.417237000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53150","1","22","False","True","False","False","False","False","65536","32","0","0",,,"0.000016000","2",,"2225885419","2225885419",
"15","1746968886.417246000","201","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53150","8888","22","1","False","True","False","False","True","False","65536","32","135","0",,"135","0.000016000","2",,"2225885419","2225885419","557365722d4167656e743a204d6f7a696c6c612f352e3020284d6163696e746f73683b20496e74656c204d6163204f5320582031305f31315f3629204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f35332e302e323738352e313433205361666172692f3533372e33360d0a"
"16","1746968886.417248000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53150","1","157","False","True","False","False","False","False","65408","32","0","0",,,"0.000016000","2",,"2225885419","2225885419",
"17","1746968886.417253000","99","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53150","8888","157","1","False","True","False","False","True","False","65536","32","33","0",,"33","0.000016000","2",,"2225885419","2225885419","4163636570742d6c616e67756167653a20656e2d55532c656e2c713d302e350d0a"
"18","1746968886.417254000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53150","1","190","False","True","False","False","False","False","65408","32","0","0",,,"0.000016000","2",,"2225885419","2225885419",
"19","1746968886.417353000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53164","8888","0","0","True","False","False","False","False","False","65495","40","0","0",,,,"2","65495","2225885419","0",
"20","1746968886.417359000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53164","0","1","True","True","False","False","False","False","65483","40","0","0",,,,"2","65495","2225885419","2225885419",
"21","1746968886.417364000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53164","8888","1","1","False","True","False","False","False","False","65536","32","0","0",,,"0.000011000","2",,"2225885419","2225885419",
"22","1746968886.417380000","87","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53164","8888","1","1","False","True","False","False","True","False","65536","32","21","0",,"21","0.000011000","2",,"2225885419","2225885419","474554202f3f3139353420485454502f312e310d0a"
"23","1746968886.417382000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53164","1","22","False","True","False","False","False","False","65536","32","0","0",,,"0.000011000","2",,"2225885419","2225885419",
"24","1746968886.417389000","201","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53164","8888","22","1","False","True","False","False","True","False","65536","32","135","0",,"135","0.000011000","2",,"2225885419","2225885419","557365722d4167656e743a204d6f7a696c6c612f352e3020284d6163696e746f73683b20496e74656c204d6163204f5320582031305f31315f3629204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f35332e302e323738352e313433205361666172692f3533372e33360d0a"
"25","1746968886.417390000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53164","1","157","False","True","False","False","False","False","65408","32","0","0",,,"0.000011000","2",,"2225885419","2225885419",
"26","1746968886.417395000","99","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53164","8888","157","1","False","True","False","False","True","False","65536","32","33","0",,"33","0.000011000","2",,"2225885419","2225885419","4163636570742d6c616e67756167653a20656e2d55532c656e2c713d302e350d0a"
"27","1746968886.417396000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53164","1","190","False","True","False","False","False","False","65408","32","0","0",,,"0.000011000","2",,"2225885419","2225885419",
"28","1746968886.417454000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53174","8888","0","0","True","False","False","False","False","False","65495","40","0","0",,,,"2","65495","2225885419","0",
"29","1746968886.417459000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53174","0","1","True","True","False","False","False","False","65483","40","0","0",,,,"2","65495","2225885419","2225885419",
"30","1746968886.417463000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53174","8888","1","1","False","True","False","False","False","False","65536","32","0","0",,,"0.000009000","2",,"2225885419","2225885419",
"31","1746968886.417476000","87","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53174","8888","1","1","False","True","False","False","True","False","65536","32","21","0",,"21","0.000009000","2",,"2225885419","2225885419","474554202f3f3137393020485454502f312e310d0a"
"32","1746968886.417479000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53174","1","22","False","True","False","False","False","False","65536","32","0","0",,,"0.000009000","2",,"2225885419","2225885419",
"33","1746968886.417485000","201","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53174","8888","22","1","False","True","False","False","True","False","65536","32","135","0",,"135","0.000009000","2",,"2225885419","2225885419","557365722d4167656e743a204d6f7a696c6c612f352e3020284d6163696e746f73683b20496e74656c204d6163204f5320582031305f31315f3629204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f35332e302e323738352e313433205361666172692f3533372e33360d0a"
"34","1746968886.417487000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53174","1","157","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2225885419","2225885419",
"35","1746968886.417492000","99","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53174","8888","157","1","False","True","False","False","True","False","65536","32","33","0",,"33","0.000009000","2",,"2225885419","2225885419","4163636570742d6c616e67756167653a20656e2d55532c656e2c713d302e350d0a"
"36","1746968886.417493000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53174","1","190","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2225885419","2225885419",
"37","1746968886.417628000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53190","8888","0","0","True","False","False","False","False","False","65495","40","0","0",,,,"2","65495","2225885419","0",
"38","1746968886.417634000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53190","0","1","True","True","False","False","False","False","65483","40","0","0",,,,"2","65495","2225885419","2225885419",
"39","1746968886.417662000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53190","8888","1","1","False","True","False","False","False","False","65536","32","0","0",,,"0.000034000","2",,"2225885419","2225885419",
"40","1746968886.417683000","87","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53190","8888","1","1","False","True","False","False","True","False","65536","32","21","0",,"21","0.000034000","2",,"2225885419","2225885419","474554202f3f3137353920485454502f312e310d0a"
"41","1746968886.417686000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53190","1","22","False","True","False","False","False","False","65536","32","0","0",,,"0.000034000","2",,"2225885419","2225885419",
"42","1746968886.417693000","201","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53190","8888","22","1","False","True","False","False","True","False","65536","32","135","0",,"135","0.000034000","2",,"2225885419","2225885419","557365722d4167656e743a204d6f7a696c6c612f352e3020284d6163696e746f73683b20496e74656c204d6163204f5320582031305f31315f3629204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f35332e302e323738352e313433205361666172692f3533372e33360d0a"
"43","1746968886.417695000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53190","1","157","False","True","False","False","False","False","65408","32","0","0",,,"0.000034000","2",,"2225885419","2225885419",
"44","1746968886.417699000","99","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53190","8888","157","1","False","True","False","False","True","False","65536","32","33","0",,"33","0.000034000","2",,"2225885419","2225885419","4163636570742d6c616e67756167653a20656e2d55532c656e2c713d302e350d0a"
"45","1746968886.417701000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53190","1","190","False","True","False","False","False","False","65408","32","0","0",,,"0.000034000","2",,"2225885419","2225885419",
"46","1746968886.417811000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53192","8888","0","0","True","False","False","False","False","False","65495","40","0","0",,,,"2","65495","2225885419","0",
"47","1746968886.417817000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53192","0","1","True","True","False","False","False","False","65483","40","0","0",,,,"2","65495","2225885419","2225885419",
"48","1746968886.417823000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53192","8888","1","1","False","True","False","False","False","False","65536","32","0","0",,,"0.000012000","2",,"2225885419","2225885419",
"49","1746968886.417844000","86","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53192","8888","1","1","False","True","False","False","True","False","65536","32","20","0",,"20","0.000012000","2",,"2225885419","2225885419","474554202f3f31303820485454502f312e310d0a"
"50","1746968886.417847000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53192","1","21","False","True","False","False","False","False","65536","32","0","0",,,"0.000012000","2",,"2225885419","2225885419",
"51","1746968886.417856000","201","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53192","8888","21","1","False","True","False","False","True","False","65536","32","135","0",,"135","0.000012000","2",,"2225885419","2225885419","557365722d4167656e743a204d6f7a696c6c612f352e3020284d6163696e746f73683b20496e74656c204d6163204f5320582031305f31315f3629204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f35332e302e323738352e313433205361666172692f3533372e33360d0a"
"52","1746968886.417858000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53192","1","156","False","True","False","False","False","False","65408","32","0","0",,,"0.000012000","2",,"2225885419","2225885419",
"53","1746968886.417865000","99","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53192","8888","156","1","False","True","False","False","True","False","65536","32","33","0",,"33","0.000012000","2",,"2225885419","2225885419","4163636570742d6c616e67756167653a20656e2d55532c656e2c713d302e350d0a"
"54","1746968886.417867000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53192","1","189","False","True","False","False","False","False","65408","32","0","0",,,"0.000012000","2",,"2225885419","2225885419",
"55","1746968886.417957000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53208","8888","0","0","True","False","False","False","False","False","65495","40","0","0",,,,"2","65495","2225885419","0",
"56","1746968886.417962000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53208","0","1","True","True","False","False","False","False","65483","40","0","0",,,,"2","65495","2225885419","2225885419",
"57","1746968886.417968000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53208","8888","1","1","False","True","False","False","False","False","65536","32","0","0",,,"0.000011000","2",,"2225885419","2225885419",
"58","1746968886.417985000","85","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53208","8888","1","1","False","True","False","False","True","False","65536","32","19","0",,"19","0.000011000","2",,"2225885419","2225885419","474554202f3f393220485454502f312e310d0a"
"59","1746968886.417988000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53208","1","20","False","True","False","False","False","False","65536","32","0","0",,,"0.000011000","2",,"2225885419","2225885419",
"60","1746968886.417996000","201","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53208","8888","20","1","False","True","False","False","True","False","65536","32","135","0",,"135","0.000011000","2",,"2225885419","2225885419","557365722d4167656e743a204d6f7a696c6c612f352e3020284d6163696e746f73683b20496e74656c204d6163204f5320582031305f31315f3629204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f35332e302e323738352e313433205361666172692f3533372e33360d0a"
"61","1746968886.417999000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53208","1","155","False","True","False","False","False","False","65408","32","0","0",,,"0.000011000","2",,"2225885419","2225885419",
"62","1746968886.418005000","99","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53208","8888","155","1","False","True","False","False","True","False","65536","32","33","0",,"33","0.000011000","2",,"2225885419","2225885419","4163636570742d6c616e67756167653a20656e2d55532c656e2c713d302e350d0a"
"63","1746968886.418007000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53208","1","188","False","True","False","False","False","False","65408","32","0","0",,,"0.000011000","2",,"2225885419","2225885419",
"64","1746968886.418107000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53218","8888","0","0","True","False","False","False","False","False","65495","40","0","0",,,,"2","65495","2225885419","0",
"65","1746968886.418113000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53218","0","1","True","True","False","False","False","False","65483","40","0","0",,,,"2","65495","2225885419","2225885419",
"66","1746968886.418119000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53218","8888","1","1","False","True","False","False","False","False","65536","32","0","0",,,"0.000012000","2",,"2225885420","2225885419",
"67","1746968886.418137000","86","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53218","8888","1","1","False","True","False","False","True","False","65536","32","20","0",,"20","0.000012000","2",,"2225885420","2225885419","474554202f3f36343020485454502f312e310d0a"
"68","1746968886.418141000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53218","1","21","False","True","False","False","False","False","65536","32","0","0",,,"0.000012000","2",,"2225885420","2225885420",
"69","1746968886.418149000","201","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53218","8888","21","1","False","True","False","False","True","False","65536","32","135","0",,"135","0.000012000","2",,"2225885420","2225885420","557365722d4167656e743a204d6f7a696c6c612f352e3020284d6163696e746f73683b20496e74656c204d6163204f5320582031305f31315f3629204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f35332e302e323738352e313433205361666172692f3533372e33360d0a"
"70","1746968886.418152000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53218","1","156","False","True","False","False","False","False","65408","32","0","0",,,"0.000012000","2",,"2225885420","2225885420",
"71","1746968886.418159000","99","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53218","8888","156","1","False","True","False","False","True","False","65536","32","33","0",,"33","0.000012000","2",,"2225885420","2225885420","4163636570742d6c616e67756167653a20656e2d55532c656e2c713d302e350d0a"
"72","1746968886.418161000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53218","1","189","False","True","False","False","False","False","65408","32","0","0",,,"0.000012000","2",,"2225885420","2225885420",
"73","1746968886.418259000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53226","8888","0","0","True","False","False","False","False","False","65495","40","0","0",,,,"2","65495","2225885420","0",
"74","1746968886.418264000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53226","0","1","True","True","False","False","False","False","65483","40","0","0",,,,"2","65495","2225885420","2225885420",
"75","1746968886.418268000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53226","8888","1","1","False","True","False","False","False","False","65536","32","0","0",,,"0.000009000","2",,"2225885420","2225885420",
"76","1746968886.418311000","86","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53226","8888","1","1","False","True","False","False","True","False","65536","32","20","0",,"20","0.000009000","2",,"2225885420","2225885420","474554202f3f32383220485454502f312e310d0a"
"77","1746968886.418317000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53226","1","21","False","True","False","False","False","False","65536","32","0","0",,,"0.000009000","2",,"2225885420","2225885420",
"78","1746968886.418333000","201","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53226","8888","21","1","False","True","False","False","True","False","65536","32","135","0",,"135","0.000009000","2",,"2225885420","2225885420","557365722d4167656e743a204d6f7a696c6c612f352e3020284d6163696e746f73683b20496e74656c204d6163204f5320582031305f31315f3629204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f35332e302e323738352e313433205361666172692f3533372e33360d0a"
"79","1746968886.418338000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53226","1","156","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2225885420","2225885420",
"80","1746968886.418350000","99","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53226","8888","156","1","False","True","False","False","True","False","65536","32","33","0",,"33","0.000009000","2",,"2225885420","2225885420","4163636570742d6c616e67756167653a20656e2d55532c656e2c713d302e350d0a"
"81","1746968886.418353000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53226","1","189","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2225885420","2225885420",
"82","1746968886.418467000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53236","8888","0","0","True","False","False","False","False","False","65495","40","0","0",,,,"2","65495","2225885420","0",
"83","1746968886.418475000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53236","0","1","True","True","False","False","False","False","65483","40","0","0",,,,"2","65495","2225885420","2225885420",
"84","1746968886.418483000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53236","8888","1","1","False","True","False","False","False","False","65536","32","0","0",,,"0.000016000","2",,"2225885420","2225885420",
"85","1746968886.418508000","86","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53236","8888","1","1","False","True","False","False","True","False","65536","32","20","0",,"20","0.000016000","2",,"2225885420","2225885420","474554202f3f31353720485454502f312e310d0a"
"86","1746968886.418530000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53236","1","21","False","True","False","False","False","False","65536","32","0","0",,,"0.000016000","2",,"2225885420","2225885420",
"87","1746968886.418543000","201","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53236","8888","21","1","False","True","False","False","True","False","65536","32","135","0",,"135","0.000016000","2",,"2225885420","2225885420","557365722d4167656e743a204d6f7a696c6c612f352e3020284d6163696e746f73683b20496e74656c204d6163204f5320582031305f31315f3629204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f35332e302e323738352e313433205361666172692f3533372e33360d0a"
"88","1746968886.418547000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53236","1","156","False","True","False","False","False","False","65408","32","0","0",,,"0.000016000","2",,"2225885420","2225885420",
"89","1746968886.418558000","99","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53236","8888","156","1","False","True","False","False","True","False","65536","32","33","0",,"33","0.000016000","2",,"2225885420","2225885420","4163636570742d6c616e67756167653a20656e2d55532c656e2c713d302e350d0a"
"90","1746968886.418562000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53236","1","189","False","True","False","False","False","False","65408","32","0","0",,,"0.000016000","2",,"2225885420","2225885420",
"91","1746968886.418705000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53248","8888","0","0","True","False","False","False","False","False","65495","40","0","0",,,,"2","65495","2225885420","0",
"92","1746968886.418709000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53248","0","1","True","True","False","False","False","False","65483","40","0","0",,,,"2","65495","2225885420","2225885420",
"93","1746968886.418714000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53248","8888","1","1","False","True","False","False","False","False","65536","32","0","0",,,"0.000009000","2",,"2225885420","2225885420",
